CreateDate,Tweet,User
Tue Mar 20 12:54:51 +0000 2018,RT @charlesmilander: No tienes que tener una posición de altura para poder ser un líder. #charlesmilander #emprendedores #business #trabajo…,Liane_Rhodes
Tue Mar 20 11:14:16 +0000 2018,"RT @charlesmilander: Facebook pushes personal posts with new Lists feature     – CNET
https://t.co/7Dai8mWahA from 0-100k followers, want t…",Liane_Rhodes
Tue Mar 20 10:36:15 +0000 2018,"RT @charlesmilander: The upside of awkwardness: Writer Melissa Dahl explains why we cringe, and why it can be a good thing
https://t.co/hsB…",Liane_Rhodes
Tue Mar 20 09:20:54 +0000 2018,"RT @charlesmilander: MetaMatrix: Squat-Stance Stacker
https://t.co/pfSRwuPIXM #buyinghealth #charlesmilander #Entrepreneur #nyc #newyork ht…",Liane_Rhodes
Tue Mar 20 08:08:59 +0000 2018,"RT @charlesmilander: MetaMatrix: Bi-Tri Beatdown
https://t.co/LvIanZ0KGp #buyinghealth #charlesmilander #Entrepreneur #nyc #newyork https:/…",Liane_Rhodes
Tue Mar 20 07:16:54 +0000 2018,"RT @charlesmilander: MetaTempo: Upper Body
https://t.co/uzmqY8ytgp #buyinghealth #charlesmilander #Entrepreneur #nyc #newyork https://t.co/…",Liane_Rhodes
Tue Mar 20 06:26:52 +0000 2018,"RT @charlesmilander: MetaTempo: Lower Body
https://t.co/J4N3v33jUX #buyinghealth #charlesmilander #Entrepreneur #nyc #newyork https://t.co/…",Liane_Rhodes
Tue Mar 20 05:16:48 +0000 2018,"RT @charlesmilander: El éxito no es para los que creen que lo pueden hacer, sino para aquellos que lo hacen. #charlesmilander #emprendedore…",Liane_Rhodes
Tue Mar 20 05:15:12 +0000 2018,"RT @charlesmilander: 22 Metabolic Moves to Get You Extremely Shredded
https://t.co/CEwilhLusq #buyinghealth #charlesmilander #Entrepreneur…",Liane_Rhodes
Tue Mar 20 03:52:24 +0000 2018,"RT @charlesmilander: MetaPump: Lower-Body Finishers
https://t.co/93J8bareRd #buyinghealth #charlesmilander #Entrepreneur #nyc #newyork http…",Liane_Rhodes
Tue Mar 20 02:52:17 +0000 2018,"RT @charlesmilander: MetaPump: Upper-Body Finishers
https://t.co/oa2A6qZ6gK #buyinghealth #charlesmilander #Entrepreneur #nyc #newyork http…",Liane_Rhodes
Tue Mar 20 02:51:04 +0000 2018,RT @charlesmilander: Tu mayor talento es  más poderoso que tus miedos. #charlesmilander #emprendedores #business #trabajo #metas #motivacio…,Liane_Rhodes
Tue Mar 20 01:00:00 +0000 2018,"RT @charlesmilander: MetaCardio: Upper-Body Workout
https://t.co/t24QHTUduH #buyinghealth #charlesmilander #Entrepreneur #nyc #newyork http…",Liane_Rhodes
Tue Mar 20 00:14:02 +0000 2018,"RT @charlesmilander: Multi-ROM: Upper-Body Exercises
https://t.co/RVhI7uzaET #buyinghealth #charlesmilander #Entrepreneur #nyc #newyork htt…",Liane_Rhodes
Tue Mar 20 00:12:55 +0000 2018,"RT @charlesmilander: MetaCardio: Lower-Body Workout
https://t.co/PsvHZvT8N7 #buyinghealth #charlesmilander #Entrepreneur #nyc #newyork http…",Liane_Rhodes
Sat Mar 24 00:15:36 +0000 2018,RT @Ffs_OMG: ? wtf no ????? https://t.co/987YXWHMfj,Pryce1ess
Fri Mar 23 07:17:46 +0000 2018,We go again... #gymlife? #gymswag #toughmudder #rundavidrun #karrimor #westyorkshire #bringiton… https://t.co/6IjiOFvYTi,Pryce1ess
Fri Mar 23 04:28:48 +0000 2018,You know what time it is... #gymlife? #gymswag #toughmudder #rundavidrun #karrimor #bringiton… https://t.co/RRG2Pvz99p,Pryce1ess
Thu Mar 22 16:45:58 +0000 2018,5k Cross trainer mountain challenge done! #bringiton #allornothing #hustle #lifechanging… https://t.co/e9CGn8tZnV,Pryce1ess
Thu Mar 22 11:57:24 +0000 2018,5k Cross trainer mountain challenge done! @ City of Bradford https://t.co/e9CGn8cnZl,Pryce1ess
Thu Mar 22 06:53:11 +0000 2018,#gymlife? #gymswag #toughmudder #rundavidrun #karrimor #bringiton #hustle #thursdaymotivation… https://t.co/zUaZiHtxKF,Pryce1ess
Thu Mar 22 06:46:09 +0000 2018,Just a 20k bikeride at 6am... #gymlife? #gymswag #toughmudder #rundavidrun #karrimor #bringiton… https://t.co/9S4p4W5LLP,Pryce1ess
Thu Mar 22 05:59:39 +0000 2018,Think I'm taking @thegutsyguy advice today.... JUST DO EVERYTHING!!! @ City of Bradford https://t.co/dGHffBcAHp,Pryce1ess
Thu Mar 22 05:54:32 +0000 2018,Refuelling #herbalife #proteinbars #gymlife? #gymswag #toughmudder #rundavidrun @ City of Bradford https://t.co/GTYz85enqw,Pryce1ess
Thu Mar 22 04:41:18 +0000 2018,We go again... #gymlife? #gymswag #toughmudder #rundavidrun #karrimor #westyorkshire #bringiton… https://t.co/KruSSNwhns,Pryce1ess
Wed Mar 21 12:27:08 +0000 2018,#rundavidrun #karrimor #bringiton #hustle #gymlife? #gymswag #toughmudder @ City of Bradford https://t.co/zgriYcmNP4,Pryce1ess
Wed Mar 21 12:24:47 +0000 2018,Just posted a video @ City of Bradford https://t.co/cB9h372sEB,Pryce1ess
Wed Mar 21 07:45:38 +0000 2018,"One down...

#pumpyourworkout #roadtotoughmudder #bringiton #allornothing #gymlife? #gymswag… https://t.co/shXmQWHW3k",Pryce1ess
Wed Mar 21 06:21:02 +0000 2018,Just posted a video @ City of Bradford https://t.co/cqBp9NaRiS,Pryce1ess
Wed Mar 21 06:20:08 +0000 2018,#herewegoagain #gymlife? #gymswag @ City of Bradford https://t.co/u3mVhOAj3B,Pryce1ess
Wed Mar 21 04:41:29 +0000 2018,#gymlife? #gymswag #toughmudder #rundavidrun #karrimor #westyorkshire #godscounty #Bradford… https://t.co/UGa4lhWbfU,Pryce1ess
Tue Mar 20 11:58:44 +0000 2018,carlton581 @glenidris2000 #gymlife #gymlife #toughmudder #rundavidrun #karrimor #gymlife? @ City… https://t.co/3jqUox9cMR,Pryce1ess
Tue Mar 20 06:48:00 +0000 2018,"#gymlife #rundavidrun #karrimor
#pumpyourworkout @ City of Bradford https://t.co/qxwJBeAh7s",Pryce1ess
Mon Mar 19 21:35:37 +0000 2018,The day is finally among us...the new podcast episode is here and we're talking about Russia. I… https://t.co/0e0tIuRj2o,Pryce1ess
Mon Mar 19 18:00:08 +0000 2018,Russia Vs UK: Youngers and Pryce1ess REACT! Are Russian spies in the UK a threat to our safety? https://t.co/2Emdx4dNRw,Pryce1ess
Sun Mar 18 21:02:31 +0000 2018,You can still watch last week's podcast about BREXIT. What does it mean for the UK? Are BREXIT… https://t.co/Yv1Cexx1ee,Pryce1ess
Fri Mar 16 18:47:40 +0000 2018,"No bad weather will stop the ManCast production.

#cantstopwontstop #hoodlife #fridaymood… https://t.co/1B60qXXYnD",Pryce1ess
Thu Mar 15 21:19:59 +0000 2018,RT @Young_pryce1ess: #weneedyou!We appreciate the support we've had so far &amp; want to continue making #Content thats #interesting. What shou…,Pryce1ess
Thu Mar 15 20:49:12 +0000 2018,We neeeeeed you guys! We are recording next week's ManCast tomorrow and we would like you to… https://t.co/ZfkXsg9pnY,Pryce1ess
Tue Mar 13 22:29:17 +0000 2018,Seriously??? How come you ain't listened to the latest ManCast yet? Seriously if I see you on… https://t.co/ClDiac8k4b,Pryce1ess
Mon Mar 12 20:57:39 +0000 2018,That's right... The new podcast episode is available now god damnit!!! We've gone all political… https://t.co/ANYq6PI2ax,Pryce1ess
Mon Mar 12 18:00:04 +0000 2018,"What does Brexit mean for a white guy, a black guy and an asian guy from Bradford. All new ManCast is here!! https://t.co/vM7bHNsdQG",Pryce1ess
Mon Mar 12 08:32:08 +0000 2018,RT @Young_pryce1ess: #Work! @Pryce1ess is editing a #BrandNew ep of the #ManCast-hitting #YouTube tomorrow @6pm.Head over to the channel (l…,Pryce1ess
Sun Mar 11 21:38:51 +0000 2018,You've still got a chance to listen to last week's podcast before the release of the new one… https://t.co/sT8Eij1j3u,Pryce1ess
Fri Mar 09 21:38:04 +0000 2018,#Effort ? @ Kabana https://t.co/Wiue0hOpqn,Pryce1ess
Fri Mar 09 21:14:14 +0000 2018,Gaad daaaaaayyyyaaaaam @ Kabana https://t.co/pxzkaMPd6h,Pryce1ess
Fri Mar 09 14:41:30 +0000 2018,"Another day, another podcast/ManCast recording

#westyorkshire #godscounty #youtube #youtubers… https://t.co/9DpWklQlEx",Pryce1ess
Thu Mar 08 22:02:32 +0000 2018,#sooncome #westyorkshire #godscounty #youtube #podcast #toilethumour #funny #lads #fellas… https://t.co/p0o8yVTUKg,Pryce1ess
Thu Mar 08 21:08:08 +0000 2018,RT @Young_pryce1ess: #TBThursday -starting #ManCast 3months ago! Check our YouTube channel (link on bio) we discuss #interracial &amp; #interfa…,Pryce1ess
Thu Mar 08 16:55:23 +0000 2018,"I have a loving, strong, intelligent wife and a beautiful baby daughter who has her brains,… https://t.co/8DoqVKUOUN",Pryce1ess
Wed Mar 07 21:23:06 +0000 2018,You guys have been going on about our special guest from the last ManCast. So we will be… https://t.co/R5DvLZKKDg,Pryce1ess
Wed Mar 07 04:44:44 +0000 2018,"RT @Young_pryce1ess: ?What's got @Pryce1ess ??Head over to #YouTube channel to find out (link in bio)
Remember-let us know what you think!…",Pryce1ess
Tue Mar 06 21:57:42 +0000 2018,"Link is in the bio people! Hit it and subscribe! 

#westyorkshire #godscounty #youtube #podcast… https://t.co/u6KmMxIjcJ",Pryce1ess
Mon Mar 05 22:00:04 +0000 2018,I've been telling you since the weekend... Part two of the two part ManCast special about… https://t.co/CITTOxqnfX,Pryce1ess
Mon Mar 05 18:00:04 +0000 2018,Its here!!! God damn Part two of the Interreligious relationships podcast is jokes! Listen in people https://t.co/J30eWX7bb2,Pryce1ess
Mon Mar 05 16:41:44 +0000 2018,Waiting for the new ManCast episode to drop https://t.co/Z1q7mZCJmy,Pryce1ess
Mon Mar 05 16:40:14 +0000 2018,RT @Young_pryce1ess: #Sundayfunday= editing the latest #Mancast.It's part 2 of the #interfaith &amp; #interracial discussion.We've got a #speci…,Pryce1ess
Sun Mar 04 20:28:15 +0000 2018,"I know I keep saying this about every episode, but I genuinely think this is the best one we've… https://t.co/YtFYlW6P5d",Pryce1ess
Fri Mar 02 20:30:04 +0000 2018,Yeah we have female listeners too. And they all agree #interreligious love is the way forward.… https://t.co/962ab8tyzv,Pryce1ess
Fri Mar 02 12:00:07 +0000 2018,"Podcast part two features special guest Nazam Hussain

#westyorkshire #godscounty #youtube… https://t.co/krl4DiJsHX",Pryce1ess
Thu Mar 01 19:57:16 +0000 2018,"Ain't snow stopping us now... Trust me, part 2 of the #interreligious podcast will go ahead.… https://t.co/31l64ImvtV",Pryce1ess
Wed Feb 28 20:31:49 +0000 2018,#NewProfilePic https://t.co/0aZ5URCWY3,Pryce1ess
Wed Feb 28 20:11:32 +0000 2018,Thats right dammit! It's all about that #interreligious love. Listen to mine and Youngers… https://t.co/blzS5GwuPG,Pryce1ess
Tue Feb 27 19:49:28 +0000 2018,I can guarantee you I ain't wrong in what I say in the latest ManCast. #interreligious… https://t.co/mosBu62yl1,Pryce1ess
Mon Feb 26 21:18:58 +0000 2018,Guess who's back... Back again... ManCast back... Tell all your friends. And best believe me and… https://t.co/lf1gVIBLs9,Pryce1ess
Mon Feb 26 18:00:09 +0000 2018,"Ayo! The new Mancast is here and it is LIT. We discuss, is race still a ting when choosing a partner? https://t.co/XucVdhjInY",Pryce1ess
Mon Feb 26 08:59:13 +0000 2018,The new ManCast episode is airing today... https://t.co/5AWoD5CS1h,Pryce1ess
Sun Feb 25 21:34:26 +0000 2018,Have you heard ‘Mancast Episode Masculinity Pt2’ by pryce1ess on #SoundCloud? #np https://t.co/05GyvzXyOr,Pryce1ess
Sun Feb 25 21:27:13 +0000 2018,Have you heard ‘ManCast - Masculinity Part 1’ by pryce1ess on #SoundCloud? #np https://t.co/JRSQVadc0q,Pryce1ess
Sun Feb 25 21:16:20 +0000 2018,Have you heard ‘Are Americans Dumb Mancast Episode 3’ by pryce1ess on #SoundCloud? #np https://t.co/1nFnlQRUiS,Pryce1ess
Sun Feb 25 20:18:43 +0000 2018,Can you guess what tomorrow's ManCast is about? That's right ya'll me and Youngers are doing a… https://t.co/EVmejvVNmm,Pryce1ess
Sat Feb 24 20:35:57 +0000 2018,I know which button I'm hitting and there are no regrets. Listen to the latest ManCast episode… https://t.co/7mU0h3MV7x,Pryce1ess
Thu Feb 22 21:27:26 +0000 2018,I haven't heard any good arguments for believing these #flatearthers nor have we had any… https://t.co/K5jEdRoy5T,Pryce1ess
Wed Feb 21 22:12:56 +0000 2018,"If the Earth is flat, prove it!! That's all I'm saying! On the this weeks podcast me and… https://t.co/hMUjURqWRV",Pryce1ess
Tue Feb 20 22:04:06 +0000 2018,"RT @PaperForSale: @Young_pryce1ess @Pryce1ess ""yes"", ""yes"" and ""often!""    :)",Pryce1ess
Tue Feb 20 22:03:40 +0000 2018,"RT @Young_pryce1ess: Is the Earth flat? 
Has #NASA made it up?
Are people stupid?
#YoungersandPryce1ess talking #ConspiracyTheories in the…",Pryce1ess
Tue Feb 20 22:00:49 +0000 2018,That's right I said it! Give me some evidence #flatearther bitches. Me and Youngers discuss the… https://t.co/HDvf1g8sXh,Pryce1ess
Tue Feb 20 07:18:34 +0000 2018,"RT @Young_pryce1ess: Monday night means a #BrandNew #ManCast is live on #YouTube(link in bio).This week we've gone #oldskool.
We're talking…",Pryce1ess
Mon Feb 19 18:36:13 +0000 2018,That's right! After a week of absence the new mancast is upon us. Is the Earth flat. Listen in and enjoy! https://t.co/F3IYWeLyyG,Pryce1ess
Tue Feb 06 21:50:27 +0000 2018,Have women taken away our #masculinity? Has it failed to evolve? Or men just living… https://t.co/nVvziEja4w,Pryce1ess
Mon Feb 05 20:44:29 +0000 2018,realyoungers thinks all men need an alibi. The latest episode of the ManCast is out now damnit!… https://t.co/nk8gv1SU4x,Pryce1ess
Mon Feb 05 18:00:03 +0000 2018,Yes people! The new podcast is here! You've been waiting for it. Is masculinity dying? Me and youngers... https://t.co/sXbFiwDuoF,Pryce1ess
Mon Feb 05 04:34:19 +0000 2018,"RT @Young_pryce1ess: ?Just 1 day to go...?
The #BrandNew #ManCast? is scheduled and ready to DROP tomorrow night at 6 ? (link in bio)

#one…",Pryce1ess
Sun Feb 04 21:56:33 +0000 2018,That's right!!!! The new ManCast episode is airing tomorrow 6pm. Me and realyoungers going in… https://t.co/ADhmw4hje4,Pryce1ess
Fri Feb 02 22:53:26 +0000 2018,"Why are men afraid to be #masculine? Is #masculinity seen as a bad thing today, or is it on the… https://t.co/2WteTvZLB1",Pryce1ess
Fri Feb 02 22:45:21 +0000 2018,Are #men afraid to be #masculine? Does #masculinity even exist anymore? And why is it seen as a… https://t.co/EMb55QRedX,Pryce1ess
Fri Feb 02 06:47:41 +0000 2018,"RT @Young_pryce1ess: #DryJanuary = done! ?????
Get the #drinks in &amp; listen to the #latest #ManCast ? on #YouTube ?(link in bio)? 
Don't for…",Pryce1ess
Thu Feb 01 21:59:51 +0000 2018,#fellas #Bradford #westyorkshire #godscounty #youtube #youtubers #podcast #toilethumour #funny… https://t.co/m5YNeYCGto,Pryce1ess
Wed Jan 31 21:52:06 +0000 2018,"RT @Young_pryce1ess: ?#Chav?? #fashion??#Oldman? 
@Young_pryce1ess are talking men's fashion&amp; #masculinity ?  Latest #ManCast ?on #youtube…",Pryce1ess
Wed Jan 31 21:45:16 +0000 2018,"Black people, you know what I'm talking about. In this weeks ManCast I tell realyoungers what… https://t.co/cTIoRrYazA",Pryce1ess
Wed Jan 31 05:17:28 +0000 2018,"The new ManCast episode is here dammit! We're talking #kardashians, #ukgirls and why… https://t.co/vZbOF5IOzh",Pryce1ess
Mon Jan 29 21:38:15 +0000 2018,That's right people... The new ManCast episode is here!!! Me and realyoungers are taking aim at… https://t.co/OfQMaUUdOg,Pryce1ess
Mon Jan 29 18:42:56 +0000 2018,"RT @Young_pryce1ess: ?The #BrandNew #ManCast ?has landed ?

Check out the #YouTube #Channel (link in bio) to hear @realyoungers &amp; @da_real_…",Pryce1ess
Mon Jan 29 18:42:11 +0000 2018,"RT @Young_pryce1ess: ?The #countdown is ON!?
There's just an hour to #wait for a #BrandNew #ManCast ?from #Youngers&amp;Peyce1e$$ to #drop on #…",Pryce1ess
Mon Jan 29 18:00:01 +0000 2018,"What the hell happened to masculine men? We discuss this and more on the new ManCast, available now! https://t.co/5yVxyK9G2F",Pryce1ess
Sun Jan 28 21:09:48 +0000 2018,"RT @Young_pryce1ess: Hands up ?? who's listened to the latest #ManCast from @young_pryce1ess? Let us know in the #comments 
Pryce1ess manag…",Pryce1ess
Sun Jan 28 21:08:38 +0000 2018,"I know you're gonna have them Monday blues tomorrow. Never fear, the new ManCast episode is… https://t.co/dqKvzdrgVM",Pryce1ess
Fri Jan 26 22:00:19 +0000 2018,Ayo! There's still time to watch the latest episode of the ManCast before the next one drops on… https://t.co/6xFQ3wGgrP,Pryce1ess
Thu Jan 25 20:41:45 +0000 2018,"That's right, the new ManCast episode is so good it'll make you wanna slap your side piece, or… https://t.co/Pzc1FdkNqk",Pryce1ess
Wed Jan 24 21:50:17 +0000 2018,"Yes... This has actually happened. For all our friends outside the UK who don't know, a girl… https://t.co/VJXZidAjBR",Pryce1ess
Tue Jan 23 21:28:53 +0000 2018,Are you like freddieflintoff and kyrieirving.11 and believe the earth is flat? Do you have no… https://t.co/dY9O5Kbwjw,Pryce1ess
Mon Jan 22 21:51:17 +0000 2018,How many diseases can you get from the toilet? Is realyoungers really immune to all these… https://t.co/XZ2hd9sgrO,Pryce1ess
Mon Jan 22 18:00:02 +0000 2018,How stupid are Americans? Can you poop in strange places? The new ManCast is here! Brush away those Monday... https://t.co/wEqcN1gaAm,Pryce1ess
Mon Jan 22 08:50:01 +0000 2018,RT @Young_pryce1ess: Got those #Sunday #night blues? Don't worry-a #BrandNew #ManCast? is coming your way #tomorrow!!! ? Youngers&amp;Pryce1ess…,Pryce1ess
Sun Jan 21 21:13:40 +0000 2018,Are all Americans stupid? Can you poop in strange places. realyoungers can. Seriously I am not… https://t.co/nRcRFdXZk1,Pryce1ess
Sat Jan 20 12:34:51 +0000 2018,"RT @s7eal7h: Tonight Tonight tonight 

??(S.R.S FAM)??          

? Stealth ? 

Live ? from 6till8pm? ..with… https://t.co/VN59YedQ7i",Pryce1ess
Thu Jan 18 22:18:21 +0000 2018,"Are you an #intersectionalfeminist and if so, can you please tell me what the hell this is in… https://t.co/EDJxhZdF4f",Pryce1ess
Thu Jan 18 17:29:57 +0000 2018,RT @Young_pryce1ess: #ThursdayThoughts - Do #Bristish men understand #Feminism? Do #youngers&amp;pryce1ess actually know what #intersectionalfe…,Pryce1ess
Wed Jan 17 21:50:16 +0000 2018,RT @Young_pryce1ess: ? If you're easily offended then you probably shouldn't #listen to the #mancast? on #youtube ? Think you can handle th…,Pryce1ess
Wed Jan 17 14:00:42 +0000 2018,RT @Young_pryce1ess: Having a #snowday? Let Youngers and Pryce1e$$' #ManCasts keep you entertained all #afternoon. Head to #YouTube &amp; searc…,Pryce1ess
Tue Jan 16 22:34:04 +0000 2018,realyoungers young_pryce1ess What is a man's understanding of Feminism in 2018? You're gonna… https://t.co/dJay5p8GkJ,Pryce1ess
Tue Jan 16 22:14:55 +0000 2018,RT @Young_pryce1ess: #TuesdayThoughts... the new #mancast is #live! Head to the #YouTube #channel (link in bio) to listen to Youngers&amp;Pryce…,Pryce1ess
Tue Jan 16 22:14:37 +0000 2018,RT @Young_pryce1ess: Beat #bluemonday2018 by heading over to #youtube (link in bio) to listen to the #brandnew #ManCast.  #BlueMondayMotiva…,Pryce1ess
Mon Jan 15 18:31:47 +0000 2018,RT @Young_pryce1ess: ?A brand new #ManCast goes live tomorrow! Go to our #YouTube channel and hit #subscribe to be the first to hear it.#co…,Pryce1ess
Mon Jan 15 18:31:38 +0000 2018,"RT @Young_pryce1ess: Waiting for the #BrandNew #ManCast ? to drop ?? on #YouTube like...
#comedy #funny #follow #Subscribe #cantwait #kingo…",Pryce1ess
Sat Mar 24 01:23:49 +0000 2018,RT @OpenPlatformICO: Crypto Racing League and OPEN Join Forces https://t.co/ObH4KbpHZg #OPEN #Crypto #Blockchain,kariyaingiri
Sat Mar 24 01:22:22 +0000 2018,"RT @FriendUPCloud: Questions from the community answered by the CEO and CTA. 
Support us by getting tokens: https://t.co/1Kh3b6J4ZN

https:…",kariyaingiri
Sat Mar 24 01:21:21 +0000 2018,RT @FriendUPCloud: Watch our webinar from earlier today where Friend founders Arne Peder Blix and Hogne Titlestad answer your questions!…,kariyaingiri
Sat Mar 24 00:42:22 +0000 2018,"RT @zloadr: How to Make a #Cryptocurrency #Airdrop

A cryptocurrency airdrop is a #marketing #strategy designed to supplement or replace a…",kariyaingiri
Sat Mar 24 00:41:30 +0000 2018,"RT @zloadr: How to #Promote Your #ICO to #Investors on the Web

An Initial Coin Offering (ICO) is an excellent way of attracting investment…",kariyaingiri
Fri Mar 23 23:34:13 +0000 2018,"RT @StasyqICO: Yeeaah booooy! ?
The Airdrop campaign has ended with a great success!
3,500,000 SQOINs were airdropped and will be transferr…",kariyaingiri
Fri Mar 23 22:16:26 +0000 2018,"RT @LibertyLanceoff: PRIVATE SALE IS LIVE!
Private sale has started with a hard cap of 200 ETH. Avail this opportunity NOW to receive a bon…",kariyaingiri
Fri Mar 23 22:15:16 +0000 2018,RT @LibertyLanceoff: We have reached a major milestone of 1000+ members in our Telegram discussion group. Thank you everyone for supporting…,kariyaingiri
Fri Mar 23 20:33:55 +0000 2018,"RT @Photochain_io: Read the Photochain story! ?
Our white paper tells you all you need to know about the development of the platform ==&gt;  h…",kariyaingiri
Fri Mar 23 19:07:24 +0000 2018,"RT @GrazPlatform: Blockchain Betting Platform
https://t.co/VWwCmBEGY0
Info@graz-ico.com
https://t.co/XGOQTvRxca
https://t.co/0sLOO3ZnWQ
htt…",kariyaingiri
Fri Mar 23 19:06:33 +0000 2018,RT @GrazPlatform: We are glad you've joined us! #ico #blockchain #Graz #GrazPlatform,kariyaingiri
Fri Mar 23 16:26:19 +0000 2018,RT @ounaio: Can #blockchain technology change the #HR industry? Definitely yes! Want to know more? Read all about it&gt;&gt; &gt;&gt; https://t.co/QQsP…,kariyaingiri
Fri Mar 23 16:25:23 +0000 2018,"RT @ounaio: OUNA's  #Analyzer is a Pyramidal Online Assessment tool, based on 15 years of research. So obviously, OUNA knows best.
But what…",kariyaingiri
Fri Mar 23 16:20:04 +0000 2018,"RT @FRASCOIN: Preparing https://t.co/TrVHyWCbg6, child-project of Frasindo FRAS @ Pekayon https://t.co/kJORTJ2H3l",kariyaingiri
Fri Mar 23 15:54:32 +0000 2018,"RT @InvestInBrokers: Invest in Brokers listed on https://t.co/75RoaylZYb!

https://t.co/qBz0VRiYgU https://t.co/TD2OX6AnG0",kariyaingiri
Fri Mar 23 14:46:49 +0000 2018,RT @gpccio: I just published “Money for your artwork — EASY” https://t.co/eHEzHQ8CW9,kariyaingiri
Fri Mar 23 14:36:09 +0000 2018,"RT @TouchTraderIO: Our website v2 is up :) https://t.co/l96raqr6Qi
What do you guys think?",kariyaingiri
Fri Mar 23 13:49:50 +0000 2018,"RT @CoinMetro: The Main Sale is Live and EXTENDED!
Purchasing of XCMs only available at https://t.co/wPyuuW1TC4
#follow us: https://t.co/4w…",kariyaingiri
Fri Mar 23 13:48:54 +0000 2018,"RT @CoinMetro: The Main Sale Is Live and EXTENDED!
XCMs only available at https://t.co/wPyuuW1TC4
#follow us: https://t.co/4wq3nxOKys for n…",kariyaingiri
Fri Mar 23 12:56:47 +0000 2018,RT @iamstevenico: World's first BTC ERC20 token BTC/PXT swap completed using BarterDEX! Let's trade next level using BarterDEX with ~95% co…,kariyaingiri
Fri Mar 23 12:28:17 +0000 2018,"RT @lendroidproject: New blog - Game On: The Future is Utility Tokens 

https://t.co/us2H7CyAf5",kariyaingiri
Fri Mar 23 11:30:18 +0000 2018,"RT @ethlend1: ?BREAKING NEWS: ETHLend Reaches Record Breaking?—?Over 6,000 ETH Lending Volume. For more details and lending statistics: htt…",kariyaingiri
Fri Mar 23 11:29:17 +0000 2018,"RT @StaniKulechov: I tested today the #ETHLend new upcoming #GUI on #CIPHER mobile #DAPP browser and I got goosebumps. So beautiful, so eas…",kariyaingiri
Fri Mar 23 06:52:45 +0000 2018,"RT @ViceToken: Mass integration of #ViceIndustryToken will be the key to it's success, and we have the tools and network to do just that. L…",kariyaingiri
Fri Mar 23 06:01:03 +0000 2018,"RT @skillchain_io: Our private sale was sold out in just 9 hours. Get ready for our Pre-ICO on April 6th! https://t.co/UHIuylDdrQ
 $SKI $et…",kariyaingiri
Fri Mar 23 06:00:13 +0000 2018,RT @skillchain_io: Our pre-ICO is upon us! Read closely: you don’t want to miss these first dibs. We have both i) a referral program and ii…,kariyaingiri
Fri Mar 23 04:56:35 +0000 2018,RT @nicholas_aji: RT @Galaxye_eSol https://t.co/XSQDhXigvq,kariyaingiri
Fri Mar 23 04:36:29 +0000 2018,RT @OptiToken: Exciting announcement coming April 3rd! Make sure to join our Telegram for all he details! https://t.co/1QK8sALle3,kariyaingiri
Fri Mar 23 04:36:13 +0000 2018,RT @tippereconomy: The PAST was about the PLATFORMS earning. The FUTURE is about the PEOPLE earning. Tipper is creating a future where ever…,kariyaingiri
Fri Mar 23 04:35:11 +0000 2018,"RT @tippereconomy: Zuckerberg and No. 2 executive, Sheryl Sandberg, had been quiet since news broke Friday that Cambridge may have used dat…",kariyaingiri
Fri Mar 23 03:20:47 +0000 2018,"RT @GilPlatform: Everything you need to know about Gilgamesh Platform is in this Infographic!     

https://t.co/qfvK90v0qV

#Bounty #ICO #…",kariyaingiri
Fri Mar 23 01:24:03 +0000 2018,"RT @SETech_official: Imagine a world where you are in direct control of your personal information, a world where you can limit and control…",kariyaingiri
Fri Mar 23 01:23:08 +0000 2018,RT @SETech_official: Sadly you have to protect your identity and privacy in our society. #Blockchain is a great solution to store your impo…,kariyaingiri
Fri Mar 23 00:26:25 +0000 2018,RT @ntok_io: Countdown to change in NTOK price is coming. Get on the NTOK train that's leaving the station and become a part of global educ…,kariyaingiri
Thu Mar 22 23:23:59 +0000 2018,"RT @redbuxico: A new article from https://t.co/vetz9nJQlK was translated by us into English for you: https://t.co/PcBLwUhmKV

For the origi…",kariyaingiri
Thu Mar 22 23:23:07 +0000 2018,"RT @redbuxico: Ein Artikel im @Playboy pünktlich zum Start unseres Pre-Sales. 
Hierin alle News über @AnikeEkina und was sie mit uns macht:…",kariyaingiri
Thu Mar 22 21:22:10 +0000 2018,"RT @enjoy_life_app: ??? ATTENTION ???

?ICO of Enjoy Life has already begun! ICO will last until January 15th, 2018! Overall there are 9 mi…",kariyaingiri
Thu Mar 22 19:28:06 +0000 2018,"RT @Gamblica: Fun fact: if you change the words ""gambling"" and ""game"" in this article to any other activity, it will still make sense. http…",kariyaingiri
Thu Mar 22 19:27:08 +0000 2018,RT @cryptograffiti: Crypto Kitties new offices https://t.co/FaCjlzrB1x,kariyaingiri
Thu Mar 22 18:53:22 +0000 2018,RT @ubcoin: #AirDrop by #Ubcoin Market ENDS SOON! More than 15 000 participants already! Receive 300 UBC (=$20) for sharing Twitter and FB…,kariyaingiri
Thu Mar 22 18:52:20 +0000 2018,RT @ubcoin: #Ubcoin’s geographical expansion plan corresponds with current geographical distribution of crypto wallets holders. We also pla…,kariyaingiri
Thu Mar 22 18:21:41 +0000 2018,RT @daricocoin: Our 25% bonus is available now! Purchase now and receive an additional 25% bonus tokens. This is only available until the 3…,kariyaingiri
Thu Mar 22 18:20:45 +0000 2018,"RT @daricocoin: If you haven't already seen our new-look website, check it our now. We think it looks great and makes it easier to find tha…",kariyaingiri
